,Event ID,Event Name,Category Bucket,Date (start),End Date,End Date Type,Location (State/US),old_deaths,Estimated Cost (2024$),Duration (Days),T1 Partial Recovery (days),T2 Full Recovery (days),V1,V2,V3,A1,A2,A3,R1,R2,R3,Vigilance Score,Agility Score,Resilience Score,Total Points,VAR Score (0-100),Source Type,Source Title,Source URL,Cost Estimate (Nominal USD),Cost Year (Nominal),Cost Range / Notes,Cost Source (URL/Citation),Notes,VAR Insight / Lessons Learned,Recovery Basis / Assumption,Recovery Confidence,Recovery Efficiency Score (1-5),Fatalities
61,E062,Washington Navy Yard shooting,"Fatal shootings (schools, workplaces, worship)",9/16/2013,9/16/2013,Actual,DC,12,,0,2,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Facility operations stabilized rapidly; workforce/institutional recovery took months.,Medium,4,
62,E063,Charleston Emanuel AME Church shooting,"Fatal shootings (schools, workplaces, worship)",6/17/2015,6/18/2015,Actual,SC,9,,1,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Congregational and civic recovery extended beyond the initial weeks.,Medium,4,
63,E064,San Bernardino attack,Other mass-casualty / infrastructure / terror,12/2/2015,12/2/2015,Actual,CA,14,,0,3,90,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,Terror/mass-casualty attack.,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Large-scale law enforcement and workplace impacts took months to normalize.,Medium,4,
64,E065,Dallas police ambush,Other mass-casualty / infrastructure / terror,7/7/2016,7/8/2016,Actual,TX,5,,1,3,120,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Urban operations stabilized quickly; police/community recovery took months.,Medium,3,
65,E066,Zika virus outbreak (US & territories),Health events,1/1/2016,11/17/2017,Actual,US & territories,,,686,60,365,2,2,1,2,2,2,3,2,2,5,6,7,18,100.0,Official report,CDC Zika virus archive,https://www.cdc.gov/zika/index.html,Public health event; use CDC metrics/costs if you choose to include.,,,,,"Vigilance involves early disease surveillance and public health monitoring systems. Agility reflects the speed of testing, treatment protocols, and public health interventions once the threat emerges. Resilience is demonstrated through vaccine development, healthcare system adaptation, and improved preparedness planning. The lesson is that strong surveillance and coordinated health response systems are essential for managing large-scale outbreaks.",Vector-control and public-health stabilization occurred over months; fuller normalization about a year.,Medium,4,
66,E067,Charlottesville vehicle attack,Other mass-casualty / infrastructure / terror,8/12/2017,8/12/2017,Actual,VA,1,,0,2,60,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,U.S. Attorney's Office case summary / official records,https://www.justice.gov/usao-wdva/pr/ohio-man-convicted-federal-hate-crimes-charlottesville-rampage,Mass-casualty terror-related incident.,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Event-area stabilization was quick; civic/legal recovery took months.,Medium,4,
67,E068,Santa Fe High School shooting,"Fatal shootings (schools, workplaces, worship)",5/18/2018,5/18/2018,Actual,TX,10,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2018,https://www.fbi.gov/file-repository/reports-and-publications/active-shooter-incidents-in-the-us-2018-042419.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",School-community recovery extended across academic terms.,Medium,4,
68,E069,Thousand Oaks Borderline Bar shooting,"Fatal shootings (schools, workplaces, worship)",11/7/2018,11/7/2018,Actual,CA,12,,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2018,https://www.fbi.gov/file-repository/reports-and-publications/active-shooter-incidents-in-the-us-2018-042419.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Local business/community normalization took multiple weeks.,Medium,4,
69,E070,Virginia Beach municipal center shooting,"Fatal shootings (schools, workplaces, worship)",5/31/2019,5/31/2019,Actual,VA,12,,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2019,https://www.fbi.gov/file-repository/reports-and-publications/active-shooter-incidents-in-the-us-2019-042820.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Government workplace stabilization in days; institutional recovery months.,Medium,4,
70,E071,Nashville Christmas bombing,Other mass-casualty / infrastructure / terror,12/25/2020,12/27/2020,Actual,TN,0,,2,7,90,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,DOJ report and videos on 2020 Nashville bombing,https://www.justice.gov/usao-mdtn/pr/justice-department-releases-report-and-new-videos-related-2020-bombing-nashville,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Communications/downtown stabilization took days; fuller business recovery within a quarter.,High,4,
71,E072,Indianapolis FedEx Ground shooting,"Fatal shootings (schools, workplaces, worship)",4/15/2021,4/15/2021,Actual,IN,8,,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2021,https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2021-052422.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Operational and workforce recovery took several weeks.,Medium,4,
72,E073,Highland Park parade shooting,"Fatal shootings (schools, workplaces, worship)",7/4/2022,7/4/2022,Actual,IL,7,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2022,https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2022-042623.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Community/event recovery extended through the summer and beyond.,Medium,4,
73,E074,Nashville Covenant School shooting,"Fatal shootings (schools, workplaces, worship)",3/27/2023,3/27/2023,Actual,TN,6,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2023,https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",School operations and community recovery took months.,Medium,4,
74,E075,Monterey Park ballroom shooting,"Fatal shootings (schools, workplaces, worship)",1/21/2023,1/22/2023,Actual,CA,11,,1,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2023,https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Community-business recovery took weeks to months.,Medium,4,
75,E076,Allen outlet mall shooting,"Fatal shootings (schools, workplaces, worship)",5/6/2023,5/6/2023,Actual,TX,8,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2023,https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Commercial/community normalization took multiple months.,Medium,4,
76,E077,Apalachee High School shooting,"Fatal shootings (schools, workplaces, worship)",9/4/2024,9/4/2024,Actual,GA,4,,0,2,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,FBI Active Shooter Incidents in the United States in 2024,https://www.fbi.gov/file-repository/reports-and-publications/2024-active-shooter-report/view,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Recent event with limited long-run recovery evidence; estimate anchored to comparable school shootings.,Low,4,
77,E078,Hurricane Laura,Weather events (including storm-related outages),8/27/2020,8/27/2020,Actual,LA/TX (US),42,26000000000.0,0,21,540,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Critical restoration in weeks; housing and business recovery many months.,Medium,2,
78,E079,Hurricane Zeta,Weather events (including storm-related outages),10/28/2020,10/29/2020,Actual,LA/MS/AL/GA (US),8,5000000000.0,1,7,180,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Partial restoration in days; full repair several months.,Medium,3,
79,E080,2020 Western wildfires,Fire,8/15/2020,11/18/2020,Estimated,CA/OR/WA (US),46,26000000000.0,95,60,1460,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.","Multi-state smoke, housing, and land recovery produced a multi-year horizon.",High,3,
80,E081,Hurricane Ida,Weather events (including storm-related outages),8/29/2021,9/1/2021,Actual,LA/NJ/NY (US),115,85000000000.0,3,21,730,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Partial restoration in weeks; full home/infrastructure recovery over years in hardest-hit areas.,High,2,
81,E082,Hurricane Ian,Weather events (including storm-related outages),9/28/2022,9/30/2022,Actual,FL/SC/NC (US),156,120000000000.0,2,30,1095,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Severe coastal damage pushed full recovery to multi-year horizon.,High,2,
82,E083,Hurricane Idalia,Weather events (including storm-related outages),8/30/2023,8/31/2023,Actual,FL/GA/SC (US),12,3600000000.0,1,14,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Utilities and access restored in weeks; full repair around a year.,Medium,3,
83,E084,Maui wildfires,Fire,8/8/2023,9/3/2023,Actual,HI (US),102,5500000000.0,26,45,1825,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Town-scale displacement and rebuild imply multi-year full recovery.,High,2,
84,E085,Hurricane Beryl,Weather events (including storm-related outages),7/8/2024,7/9/2024,Estimated,TX (US),,,1,10,180,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,Costs/fatalities still evolving in some summaries.,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Recent event; estimate anchored to early service restoration with medium-term full recovery.,Low,3,
85,E086,Eastern Kentucky floods,Weather events (including storm-related outages),7/26/2022,7/28/2022,Actual,KY (US),45,2200000000.0,2,30,730,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Mountain-area housing and infrastructure recovery stretched well past initial stabilization.,Medium,3,
86,E087,Pacific Northwest heat wave,Weather events (including storm-related outages),6/25/2021,6/30/2021,Estimated,WA/OR (US),229,1600000000.0,5,30,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Heat emergency stabilized after event window; full institutional adaptation and public-health recovery took longer.,Medium,3,
87,E088,Winter Storm Elliott,Weather events (including storm-related outages),12/21/2022,12/26/2022,Actual,Multi-state (US),91,8000000000.0,5,7,60,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Utility/transport systems stabilized within days; broader normalization over weeks.,Medium,4,
88,E089,California atmospheric river flooding,Weather events (including storm-related outages),1/1/2023,3/19/2023,Actual,CA (US),22,4600000000.0,77,14,240,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Road and levee repairs extended beyond first-stage service restoration.,Medium,3,
89,E090,Colonial Pipeline ransomware disruption,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),5/7/2021,5/12/2021,Actual,US East Coast,0,,5,5,21,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official report,CISA ransomware best practices and Colonial Pipeline reference,https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-131a,Energy infrastructure disruption; cost varies by method.,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Fuel logistics stabilized within days; fuller supply-chain normalization within several weeks.,High,5,
90,E091,Manhattan blackout,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),7/13/2019,7/14/2019,Actual,NY,0,,1,1,7,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Power restored quickly; downstream business normalization inside a week.,High,5,
91,E092,2012 derecho outages,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),6/29/2012,7/6/2012,Actual,Mid-Atlantic (US),22,,7,5,21,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Extended utility outages drove several days of partial recovery and a few weeks to normalize.,High,5,
92,E093,California rolling blackouts,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),8/14/2020,8/19/2020,Actual,CA,0,,5,2,30,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Grid operations stabilized quickly; confidence/policy recovery about a month.,Medium,5,
93,E094,California heat wave grid emergency,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),9/6/2022,9/9/2022,Actual,CA,0,,3,2,14,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",System stabilized after peak demand passed; residual normalization in weeks.,Medium,5,
94,E095,2001 anthrax letter attacks,Other mass-casualty / infrastructure / terror,9/18/2001,10/12/2001,Actual,DC/NY/FL/NJ,5,,24,30,365,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,FBI Amerithrax (Anthrax Investigation),https://www.fbi.gov/history/famous-cases/amerithrax-or-anthrax-investigation,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Mail-screening and facility reopening took weeks; full institutional confidence/process recovery about a year.,High,3,
95,E096,Boston Marathon bombing,Other mass-casualty / infrastructure / terror,4/15/2013,4/19/2013,Actual,MA,3,,4,3,120,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,DOJ Boston Marathon bombing case materials,https://www.justice.gov/usao-ma/boston-marathon-bombing,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",City operations and event-area stabilization were rapid; fuller civic/event recovery months.,High,3,
96,E097,East Palestine train derailment,Other mass-casualty / infrastructure / terror,2/3/2023,2/8/2023,Actual,OH,0,,5,60,1825,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,NTSB East Palestine investigation press materials,https://www.ntsb.gov/news/press-releases/Pages/nr20240222.aspx,Use NTSB docket/final materials as available.,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Partial reopening and remediation took months; full environmental/community recovery likely multi-year.,High,2,
97,E098,Francis Scott Key Bridge collapse,Other mass-casualty / infrastructure / terror,3/26/2024,3/30/2024,Estimated,MD,6,,4,30,1460,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,NTSB investigation page: Francis Scott Key Bridge collapse,https://www.ntsb.gov/investigations/Pages/DCA24MM031.aspx,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Port diversions and temporary channels enabled partial recovery; full bridge replacement is multi-year.,High,2,
98,E099,mpox outbreak (US),Health events,5/1/2022,1/31/2023,Actual,US,58,,275,45,240,2,2,1,2,2,2,3,2,2,5,6,7,18,100.0,Official report,CDC mpox U.S. response archive,https://www.cdc.gov/poxvirus/mpox/outbreak/us-response.html,,,,,,"Vigilance involves early disease surveillance and public health monitoring systems. Agility reflects the speed of testing, treatment protocols, and public health interventions once the threat emerges. Resilience is demonstrated through vaccine development, healthcare system adaptation, and improved preparedness planning. The lesson is that strong surveillance and coordinated health response systems are essential for managing large-scale outbreaks.",Case decline and targeted vaccination improved conditions over weeks; fuller normalization over months.,Medium,4,
99,E100,RSV surge (US pediatric and hospital surge),Health events,10/1/2022,1/31/2023,Estimated,US,,,122,30,120,2,2,1,2,2,2,3,2,2,5,6,7,18,100.0,Official report,CDC RSV surveillance,https://www.cdc.gov/rsv/php/surveillance/index.html,,,,,,"Vigilance involves early disease surveillance and public health monitoring systems. Agility reflects the speed of testing, treatment protocols, and public health interventions once the threat emerges. Resilience is demonstrated through vaccine development, healthcare system adaptation, and improved preparedness planning. The lesson is that strong surveillance and coordinated health response systems are essential for managing large-scale outbreaks.",Hospital surge eased over seasonal window; full staffing/system normalization took additional months.,Medium,5,
