event_id,event,category,start_date,end_date,end_date_type,location,fatalities,estimated_cost_2024,cost_was_imputed,cost_estimation_method,cost_impact,duration_days,t1_partial_recovery_days,t2_full_recovery_days,v1,v2,v3,a1,a2,a3,r1,r2,r3,vigilance,agility,resilience,total_points,var_score,recovery_efficiency,recovery_confidence,insight,notes,source_type,source_title,source_url,cost_estimate_nominal_usd,cost_year_nominal,cost_range_notes,cost_source_url_citation,recovery_basis_assumption
E061,Santa Monica College shooting,"Fatal shootings (schools, workplaces, worship)",2013-06-07,2013-06-07,Actual,CA,6.0,9037500.0,True,imputed_category_cpf,Low,0,1,45,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,Campus operations resumed quickly; community recovery within several weeks.
E062,Washington Navy Yard shooting,"Fatal shootings (schools, workplaces, worship)",2013-09-16,2013-09-16,Actual,DC,12.0,18075000.0,True,imputed_category_cpf,Low,0,2,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,Facility operations stabilized rapidly; workforce/institutional recovery took months.
E063,Charleston Emanuel AME Church shooting,"Fatal shootings (schools, workplaces, worship)",2015-06-17,2015-06-18,Actual,SC,9.0,13556250.0,True,imputed_category_cpf,Low,1,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,Congregational and civic recovery extended beyond the initial weeks.
E064,San Bernardino attack,Other mass-casualty / infrastructure / terror,2015-12-02,2015-12-02,Actual,CA,14.0,445061839.1541172,True,imputed_category_cpf,Medium,0,3,90,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,4,Medium,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,Terror/mass-casualty attack.,,,,Large-scale law enforcement and workplace impacts took months to normalize.
E065,Dallas police ambush,Other mass-casualty / infrastructure / terror,2016-07-07,2016-07-08,Actual,TX,5.0,158950656.84075618,True,imputed_category_cpf,Medium,1,3,120,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,3,Medium,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,Urban operations stabilized quickly; police/community recovery took months.
E066,Zika virus outbreak (US & territories),Health events,2016-01-01,2017-11-17,Actual,US & territories,0.0,,False,missing_no_fatalities,Unknown,686,60,365,2,2,1,2,2,2,3,2,2,5,6,7,18,100.0,4,Medium,"Vigilance involves early disease surveillance and public health monitoring systems. Agility reflects the speed of testing, treatment protocols, and public health interventions once the threat emerges. Resilience is demonstrated through vaccine development, healthcare system adaptation, and improved preparedness planning. The lesson is that strong surveillance and coordinated health response systems are essential for managing large-scale outbreaks.",,Official report,CDC Zika virus archive,https://www.cdc.gov/zika/index.html,Public health event; use CDC metrics/costs if you choose to include.,,,,Vector-control and public-health stabilization occurred over months; fuller normalization about a year.
E067,Charlottesville vehicle attack,Other mass-casualty / infrastructure / terror,2017-08-12,2017-08-12,Actual,VA,1.0,31790131.368151233,True,imputed_category_cpf,Low,0,2,60,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,4,Medium,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,U.S. Attorney's Office case summary / official records,https://www.justice.gov/usao-wdva/pr/ohio-man-convicted-federal-hate-crimes-charlottesville-rampage,Mass-casualty terror-related incident.,,,,Event-area stabilization was quick; civic/legal recovery took months.
E068,Santa Fe High School shooting,"Fatal shootings (schools, workplaces, worship)",2018-05-18,2018-05-18,Actual,TX,10.0,15062500.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2018,https://www.fbi.gov/file-repository/reports-and-publications/active-shooter-incidents-in-the-us-2018-042419.pdf,,,,,School-community recovery extended across academic terms.
E069,Thousand Oaks Borderline Bar shooting,"Fatal shootings (schools, workplaces, worship)",2018-11-07,2018-11-07,Actual,CA,12.0,18075000.0,True,imputed_category_cpf,Low,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2018,https://www.fbi.gov/file-repository/reports-and-publications/active-shooter-incidents-in-the-us-2018-042419.pdf,,,,,Local business/community normalization took multiple weeks.
E070,Virginia Beach municipal center shooting,"Fatal shootings (schools, workplaces, worship)",2019-05-31,2019-05-31,Actual,VA,12.0,18075000.0,True,imputed_category_cpf,Low,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2019,https://www.fbi.gov/file-repository/reports-and-publications/active-shooter-incidents-in-the-us-2019-042820.pdf,,,,,Government workplace stabilization in days; institutional recovery months.
E071,Nashville Christmas bombing,Other mass-casualty / infrastructure / terror,2020-12-25,2020-12-27,Actual,TN,0.0,,False,missing_no_fatalities,Unknown,2,7,90,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,4,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,DOJ report and videos on 2020 Nashville bombing,https://www.justice.gov/usao-mdtn/pr/justice-department-releases-report-and-new-videos-related-2020-bombing-nashville,,,,,Communications/downtown stabilization took days; fuller business recovery within a quarter.
E072,Indianapolis FedEx Ground shooting,"Fatal shootings (schools, workplaces, worship)",2021-04-15,2021-04-15,Actual,IN,8.0,12050000.0,True,imputed_category_cpf,Low,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2021,https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2021-052422.pdf,,,,,Operational and workforce recovery took several weeks.
E073,Highland Park parade shooting,"Fatal shootings (schools, workplaces, worship)",2022-07-04,2022-07-04,Actual,IL,7.0,10543750.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2022,https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2022-042623.pdf,,,,,Community/event recovery extended through the summer and beyond.
E074,Nashville Covenant School shooting,"Fatal shootings (schools, workplaces, worship)",2023-03-27,2023-03-27,Actual,TN,6.0,9037500.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2023,https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,,,School operations and community recovery took months.
E075,Monterey Park ballroom shooting,"Fatal shootings (schools, workplaces, worship)",2023-01-21,2023-01-22,Actual,CA,11.0,16568750.0,True,imputed_category_cpf,Low,1,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2023,https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,,,Community-business recovery took weeks to months.
E076,Allen outlet mall shooting,"Fatal shootings (schools, workplaces, worship)",2023-05-06,2023-05-06,Actual,TX,8.0,12050000.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2023,https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,,,Commercial/community normalization took multiple months.
E077,Apalachee High School shooting,"Fatal shootings (schools, workplaces, worship)",2024-09-04,2024-09-04,Actual,GA,4.0,6025000.0,True,imputed_category_cpf,Low,0,2,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Low,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,FBI Active Shooter Incidents in the United States in 2024,https://www.fbi.gov/file-repository/reports-and-publications/2024-active-shooter-report/view,,,,,Recent event with limited long-run recovery evidence; estimate anchored to comparable school shootings.
E078,Hurricane Laura,Weather events (including storm-related outages),2020-08-27,2020-08-27,Actual,LA/TX (US),42.0,26000000000.0,False,source,High,0,21,540,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Critical restoration in weeks; housing and business recovery many months.
E079,Hurricane Zeta,Weather events (including storm-related outages),2020-10-28,2020-10-29,Actual,LA/MS/AL/GA (US),8.0,5000000000.0,False,source,High,1,7,180,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Partial restoration in days; full repair several months.
E080,2020 Western wildfires,Fire,2020-08-15,2020-11-18,Estimated,CA/OR/WA (US),46.0,26000000000.0,False,source,High,95,60,1460,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,"Multi-state smoke, housing, and land recovery produced a multi-year horizon."
E081,Hurricane Ida,Weather events (including storm-related outages),2021-08-29,2021-09-01,Actual,LA/NJ/NY (US),115.0,85000000000.0,False,source,High,3,21,730,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Partial restoration in weeks; full home/infrastructure recovery over years in hardest-hit areas.
E082,Hurricane Ian,Weather events (including storm-related outages),2022-09-28,2022-09-30,Actual,FL/SC/NC (US),156.0,120000000000.0,False,source,High,2,30,1095,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Severe coastal damage pushed full recovery to multi-year horizon.
E083,Hurricane Idalia,Weather events (including storm-related outages),2023-08-30,2023-08-31,Actual,FL/GA/SC (US),12.0,3600000000.0,False,source,High,1,14,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Utilities and access restored in weeks; full repair around a year.
E084,Maui wildfires,Fire,2023-08-08,2023-09-03,Actual,HI (US),102.0,5500000000.0,False,source,High,26,45,1825,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Town-scale displacement and rebuild imply multi-year full recovery.
E085,Hurricane Beryl,Weather events (including storm-related outages),2024-07-08,2024-07-09,Estimated,TX (US),0.0,,False,missing_no_fatalities,Unknown,1,10,180,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Low,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,Costs/fatalities still evolving in some summaries.,,,,Recent event; estimate anchored to early service restoration with medium-term full recovery.
E086,Eastern Kentucky floods,Weather events (including storm-related outages),2022-07-26,2022-07-28,Actual,KY (US),45.0,2200000000.0,False,source,High,2,30,730,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Mountain-area housing and infrastructure recovery stretched well past initial stabilization.
E087,Pacific Northwest heat wave,Weather events (including storm-related outages),2021-06-25,2021-06-30,Estimated,WA/OR (US),229.0,1600000000.0,False,source,High,5,30,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Heat emergency stabilized after event window; full institutional adaptation and public-health recovery took longer.
E088,Winter Storm Elliott,Weather events (including storm-related outages),2022-12-21,2022-12-26,Actual,Multi-state (US),91.0,8000000000.0,False,source,High,5,7,60,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,4,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Utility/transport systems stabilized within days; broader normalization over weeks.
E089,California atmospheric river flooding,Weather events (including storm-related outages),2023-01-01,2023-03-19,Actual,CA (US),22.0,4600000000.0,False,source,High,77,14,240,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Road and levee repairs extended beyond first-stage service restoration.
E090,Colonial Pipeline ransomware disruption,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),2021-05-07,2021-05-12,Actual,US East Coast,0.0,,False,missing_no_fatalities,Unknown,5,5,21,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,5,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official report,CISA ransomware best practices and Colonial Pipeline reference,https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-131a,Energy infrastructure disruption; cost varies by method.,,,,Fuel logistics stabilized within days; fuller supply-chain normalization within several weeks.
E091,Manhattan blackout,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),2019-07-13,2019-07-14,Actual,NY,0.0,,False,missing_no_fatalities,Unknown,1,1,7,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,5,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,Power restored quickly; downstream business normalization inside a week.
E092,2012 derecho outages,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),2012-06-29,2012-07-06,Actual,Mid-Atlantic (US),22.0,17000000000.0,True,imputed_category_cpf,High,7,5,21,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,5,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,Extended utility outages drove several days of partial recovery and a few weeks to normalize.
E093,California rolling blackouts,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),2020-08-14,2020-08-19,Actual,CA,0.0,,False,missing_no_fatalities,Unknown,5,2,30,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,5,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,Grid operations stabilized quickly; confidence/policy recovery about a month.
E094,California heat wave grid emergency,Non-weather infrastructure disruptions (electrical + cyber + fuel + critical systems),2022-09-06,2022-09-09,Actual,CA,0.0,,False,missing_no_fatalities,Unknown,3,2,14,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,5,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,EIA Major Disturbances and Unusual Occurrences Archive,https://www.eia.gov/electricity/data/disturbance/disturb_events_archive.html,,,,,System stabilized after peak demand passed; residual normalization in weeks.
E095,2001 anthrax letter attacks,Other mass-casualty / infrastructure / terror,2001-09-18,2001-10-12,Actual,DC/NY/FL/NJ,5.0,158950656.84075618,True,imputed_category_cpf,Medium,24,30,365,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,3,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,FBI Amerithrax (Anthrax Investigation),https://www.fbi.gov/history/famous-cases/amerithrax-or-anthrax-investigation,,,,,Mail-screening and facility reopening took weeks; full institutional confidence/process recovery about a year.
E096,Boston Marathon bombing,Other mass-casualty / infrastructure / terror,2013-04-15,2013-04-19,Actual,MA,3.0,95370394.1044537,True,imputed_category_cpf,Medium,4,3,120,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,3,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,DOJ Boston Marathon bombing case materials,https://www.justice.gov/usao-ma/boston-marathon-bombing,,,,,City operations and event-area stabilization were rapid; fuller civic/event recovery months.
E097,East Palestine train derailment,Other mass-casualty / infrastructure / terror,2023-02-03,2023-02-08,Actual,OH,0.0,,False,missing_no_fatalities,Unknown,5,60,1825,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,2,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,NTSB East Palestine investigation press materials,https://www.ntsb.gov/news/press-releases/Pages/nr20240222.aspx,Use NTSB docket/final materials as available.,,,,Partial reopening and remediation took months; full environmental/community recovery likely multi-year.
E098,Francis Scott Key Bridge collapse,Other mass-casualty / infrastructure / terror,2024-03-26,2024-03-30,Estimated,MD,6.0,190740788.2089074,True,imputed_category_cpf,Medium,4,30,1460,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,2,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,NTSB investigation page: Francis Scott Key Bridge collapse,https://www.ntsb.gov/investigations/Pages/DCA24MM031.aspx,,,,,Port diversions and temporary channels enabled partial recovery; full bridge replacement is multi-year.
